"Position holder";"Name of the issuer";"ISIN";"Net short position";"Position date"
"Capital Fund Management S.A.";"Wereldhave N.V.";"NL0000289213";"0.79";"2018-08-21 00:00:00"
"Citadel Advisors II LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.73";"2018-08-21 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"BE Semiconductor Industries N.V.";"NL0012866412";"0.50";"2018-08-21 00:00:00"
"GSA Capital Partners LLP";"ARCADIS N.V.";"NL0006237562";"0.57";"2018-08-21 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.03";"2018-08-21 00:00:00"
"Marshall Wace LLP";"Pharming Group N.V.";"NL0010391025";"0.99";"2018-08-21 00:00:00"
"Millennium International Management LP";"AMG Critical Materials N.V.";"NL0000888691";"0.81";"2018-08-21 00:00:00"
"Oxford Asset Management";"Fugro N.V.";"NL0000352565";"0.68";"2018-08-21 00:00:00"
"Pelham Capital Ltd.";"ARCADIS N.V.";"NL0006237562";"1.00";"2018-08-21 00:00:00"
"Voleon Capital Management LP";"Koninklijke Heijmans N.V.";"NL0009269109";"0.53";"2018-08-21 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"0.65";"2018-08-21 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"1.52";"2018-08-21 00:00:00"
"Arrowstreet Capital, Limited Partnership";"Aperam S.A.";"LU0569974404";"1.00";"2018-08-20 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"2.42";"2018-08-20 00:00:00"
"Pelham Capital Ltd.";"ARCADIS N.V.";"NL0006237562";"0.94";"2018-08-20 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"4.66";"2018-08-20 00:00:00"
"TT International";"AMG Critical Materials N.V.";"NL0000888691";"0.22";"2018-08-20 00:00:00"
"AHL Partners LLP";"AMG Critical Materials N.V.";"NL0000888691";"1.02";"2018-08-17 00:00:00"
"AHL Partners LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.70";"2018-08-17 00:00:00"
"AQR Capital Management, LLC";"Koninklijke KPN N.V.";"NL0000009082";"1.50";"2018-08-17 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.51";"2018-08-17 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"2.13";"2018-08-17 00:00:00"
"Marshall Wace LLP";"TomTom N.V.";"NL0000387058";"1.09";"2018-08-17 00:00:00"
"Pelham Capital Ltd.";"ARCADIS N.V.";"NL0006237562";"0.62";"2018-08-17 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"4.56";"2018-08-17 00:00:00"
"WorldQuant, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.97";"2018-08-17 00:00:00"
"AHL Partners LLP";"PostNL N.V.";"NL0009739416";"1.21";"2018-08-16 00:00:00"
"BNP Paribas S.A.";"Koninklijke KPN N.V.";"NL0000009082";"0.14";"2018-08-16 00:00:00"
"Goldman Sachs Group Inc., The";"RHI Magnesita N.V.";"NL0012650360";"0.86";"2018-08-16 00:00:00"
"GSA Capital Partners LLP";"ARCADIS N.V.";"NL0006237562";"0.67";"2018-08-16 00:00:00"
"Marshall Wace LLP";"ARCADIS N.V.";"NL0006237562";"2.79";"2018-08-16 00:00:00"
"Marshall Wace LLP";"Galapagos NV";"BE0003818359";"0.46";"2018-08-16 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.18";"2018-08-16 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"2.34";"2018-08-16 00:00:00"
"Millennium International Management LP";"AMG Critical Materials N.V.";"NL0000888691";"0.70";"2018-08-16 00:00:00"
"Pelham Capital Ltd.";"ARCADIS N.V.";"NL0006237562";"0.55";"2018-08-16 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"4.44";"2018-08-16 00:00:00"
"Sculptor Capital Management Europe Limited";"ARCADIS N.V.";"NL0006237562";"1.39";"2018-08-16 00:00:00"
"WorldQuant, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"1.00";"2018-08-16 00:00:00"
"WorldQuant, LLC";"Pharming Group N.V.";"NL0010391025";"1.60";"2018-08-16 00:00:00"
"AQR Capital Management, LLC";"Galapagos NV";"BE0003818359";"2.29";"2018-08-15 00:00:00"
"Arrowstreet Capital, Limited Partnership";"Aperam S.A.";"LU0569974404";"0.93";"2018-08-15 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"2.09";"2018-08-15 00:00:00"
"Marshall Wace LLP";"TomTom N.V.";"NL0000387058";"1.10";"2018-08-15 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"4.33";"2018-08-15 00:00:00"
"Systematica Investments Limited";"PostNL N.V.";"NL0009739416";"0.80";"2018-08-15 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"1.42";"2018-08-15 00:00:00"
"AHL Partners LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.61";"2018-08-14 00:00:00"
"AHL Partners LLP";"PostNL N.V.";"NL0009739416";"1.10";"2018-08-14 00:00:00"
"BlackRock Institutional Trust Company, National Association";"PostNL N.V.";"NL0009739416";"0.63";"2018-08-14 00:00:00"
"Goldman Sachs Group Inc., The";"RHI Magnesita N.V.";"NL0012650360";"0.91";"2018-08-14 00:00:00"
"Marshall Wace LLP";"Pharming Group N.V.";"NL0010391025";"1.08";"2018-08-14 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"2.24";"2018-08-14 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"4.22";"2018-08-14 00:00:00"
"WorldQuant, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.96";"2018-08-14 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"1.37";"2018-08-14 00:00:00"
"Capital Fund Management S.A.";"Flow Traders Ltd.";"NL0011279492";"0.98";"2018-08-13 00:00:00"
"Lansdowne Partners (UK) LLP";"Signify N.V.";"NL0011821392";"0.46";"2018-08-13 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"2.15";"2018-08-13 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"2.13";"2018-08-13 00:00:00"
"Millennium Capital Partners LLP";"AMG Critical Materials N.V.";"NL0000888691";"0.50";"2018-08-13 00:00:00"
"Oxford Asset Management";"Fugro N.V.";"NL0000352565";"0.79";"2018-08-13 00:00:00"
"WorldQuant, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.87";"2018-08-13 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"1.26";"2018-08-13 00:00:00"
"AHL Partners LLP";"AMG Critical Materials N.V.";"NL0000888691";"0.92";"2018-08-10 00:00:00"
"B&G Master Fund Plc";"AEGON Ltd.";"NL0000303709";"0.62";"2018-08-10 00:00:00"
"BNP Paribas S.A.";"Koninklijke KPN N.V.";"NL0000009082";"0.51";"2018-08-10 00:00:00"
"Capital Fund Management S.A.";"Flow Traders Ltd.";"NL0011279492";"1.00";"2018-08-10 00:00:00"
"Capital Fund Management S.A.";"Fugro N.V.";"NL0000352565";"1.79";"2018-08-10 00:00:00"
"Capital Fund Management S.A.";"PostNL N.V.";"NL0009739416";"1.10";"2018-08-10 00:00:00"
"Citadel Advisors II LLC";"Flow Traders Ltd.";"NL0011279492";"0.39";"2018-08-10 00:00:00"
"D. E. Shaw & Co., L.P.";"Wereldhave N.V.";"NL0000289213";"0.54";"2018-08-10 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.31";"2018-08-10 00:00:00"
"Jupiter Investment Management Limited";"Fugro N.V.";"NL0000352565";"1.90";"2018-08-10 00:00:00"
"Jupiter Investment Management Limited";"PostNL N.V.";"NL0009739416";"1.09";"2018-08-10 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"2.48";"2018-08-10 00:00:00"
"Philadelphia Financial Management of San Francisco, LLC";"Flow Traders Ltd.";"NL0011279492";"0.88";"2018-08-10 00:00:00"
"RAM Active Investments SA";"Fugro N.V.";"NL0000352565";"0.61";"2018-08-10 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"0.74";"2018-08-10 00:00:00"
"Canada Pension Plan Investment Board";"Pharming Group N.V.";"NL0010391025";"1.22";"2018-08-09 00:00:00"
"Capital Fund Management S.A.";"OCI N.V.";"NL0010558797";"0.69";"2018-08-09 00:00:00"
"Citadel Advisors II LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.80";"2018-08-09 00:00:00"
"Citadel Advisors II LLC";"Wereldhave N.V.";"NL0000289213";"0.70";"2018-08-09 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.29";"2018-08-09 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"2.01";"2018-08-09 00:00:00"
"Marshall Wace LLP";"Pharming Group N.V.";"NL0010391025";"1.14";"2018-08-09 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"2.04";"2018-08-09 00:00:00"
"Systematica Investments Limited";"Fugro N.V.";"NL0000352565";"1.10";"2018-08-09 00:00:00"
"Systematica Investments Limited";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.48";"2018-08-09 00:00:00"
"WorldQuant, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.70";"2018-08-09 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"0.82";"2018-08-09 00:00:00"
"WorldQuant, LLC";"Pharming Group N.V.";"NL0010391025";"1.58";"2018-08-09 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"1.11";"2018-08-09 00:00:00"
"AHL Partners LLP";"Fugro N.V.";"NL0000352565";"1.29";"2018-08-08 00:00:00"
"AHL Partners LLP";"PostNL N.V.";"NL0009739416";"1.03";"2018-08-08 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Vopak N.V.";"NL0009432491";"1.99";"2018-08-08 00:00:00"
"Canada Pension Plan Investment Board";"Pharming Group N.V.";"NL0010391025";"1.17";"2018-08-08 00:00:00"
"Citadel Advisors II LLC";"Flow Traders Ltd.";"NL0011279492";"0.52";"2018-08-08 00:00:00"
"Citadel Advisors II LLC";"Wereldhave N.V.";"NL0000289213";"0.69";"2018-08-08 00:00:00"
"Goldman Sachs Group Inc., The";"RHI Magnesita N.V.";"NL0012650360";"0.89";"2018-08-08 00:00:00"
"Jupiter Investment Management Limited";"Fugro N.V.";"NL0000352565";"1.81";"2018-08-08 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.91";"2018-08-08 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.27";"2018-08-08 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.97";"2018-08-08 00:00:00"
"Millennium International Management LP";"AMG Critical Materials N.V.";"NL0000888691";"0.65";"2018-08-08 00:00:00"
"Oxford Asset Management";"Fugro N.V.";"NL0000352565";"0.87";"2018-08-08 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"0.95";"2018-08-08 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"0.98";"2018-08-08 00:00:00"
"AHL Partners LLP";"PostNL N.V.";"NL0009739416";"0.97";"2018-08-07 00:00:00"
"AQR Capital Management, LLC";"Koninklijke KPN N.V.";"NL0000009082";"1.40";"2018-08-07 00:00:00"
"BlackRock Institutional Trust Company, National Association";"Wereldhave N.V.";"NL0000289213";"0.70";"2018-08-07 00:00:00"
"Canada Pension Plan Investment Board";"Pharming Group N.V.";"NL0010391025";"0.97";"2018-08-07 00:00:00"
"Capital Fund Management S.A.";"Flow Traders Ltd.";"NL0011279492";"0.91";"2018-08-07 00:00:00"
"Capital Fund Management S.A.";"Fugro N.V.";"NL0000352565";"1.88";"2018-08-07 00:00:00"
"Citadel Advisors II LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.79";"2018-08-07 00:00:00"
"D. E. Shaw & Co., L.P.";"Wereldhave N.V.";"NL0000289213";"0.48";"2018-08-07 00:00:00"
"Gladstone Capital Management LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.60";"2018-08-07 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.74";"2018-08-07 00:00:00"
"Marshall Wace LLP";"Koninklijke Ahold Delhaize N.V.";"NL0011794037";"1.03";"2018-08-07 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.79";"2018-08-07 00:00:00"
"Marshall Wace LLP";"TomTom N.V.";"NL0000387058";"1.01";"2018-08-07 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"1.10";"2018-08-07 00:00:00"
"WorldQuant, LLC";"Pharming Group N.V.";"NL0010391025";"1.79";"2018-08-07 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"0.80";"2018-08-07 00:00:00"
"Canada Pension Plan Investment Board";"Pharming Group N.V.";"NL0010391025";"0.65";"2018-08-06 00:00:00"
"Gladstone Capital Management LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.56";"2018-08-06 00:00:00"
"GSA Capital Partners LLP";"ARCADIS N.V.";"NL0006237562";"0.79";"2018-08-06 00:00:00"
"Jupiter Investment Management Limited";"Fugro N.V.";"NL0000352565";"1.72";"2018-08-06 00:00:00"
"Jupiter Investment Management Limited";"PostNL N.V.";"NL0009739416";"1.18";"2018-08-06 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.64";"2018-08-06 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.64";"2018-08-06 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"2.50";"2018-08-06 00:00:00"
"Millennium International Management LP";"AMG Critical Materials N.V.";"NL0000888691";"0.74";"2018-08-06 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"1.10";"2018-08-06 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"1.26";"2018-08-06 00:00:00"
"Systematica Investments Limited";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.50";"2018-08-06 00:00:00"
"WorldQuant, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.62";"2018-08-06 00:00:00"
"AHL Partners LLP";"Fugro N.V.";"NL0000352565";"1.33";"2018-08-03 00:00:00"
"AHL Partners LLP";"PostNL N.V.";"NL0009739416";"0.83";"2018-08-03 00:00:00"
"B&G Master Fund Plc";"AEGON Ltd.";"NL0000303709";"0.58";"2018-08-03 00:00:00"
"BlueCrest Capital Management Limited";"Fugro N.V.";"NL0000352565";"0.73";"2018-08-03 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.32";"2018-08-03 00:00:00"
"Lucerne Capital Management, L.P.";"Wereldhave N.V.";"NL0000289213";"0.60";"2018-08-03 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.47";"2018-08-03 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"2.49";"2018-08-03 00:00:00"
"Millennium Capital Partners LLP";"AMG Critical Materials N.V.";"NL0000888691";"0.46";"2018-08-03 00:00:00"
"Millennium International Management LP";"AMG Critical Materials N.V.";"NL0000888691";"0.81";"2018-08-03 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"1.09";"2018-08-03 00:00:00"
"Renaissance Technologies LLC";"ASM International N.V.";"NL0000334118";"0.49";"2018-08-03 00:00:00"
"TT International";"AMG Critical Materials N.V.";"NL0000888691";"0.50";"2018-08-03 00:00:00"
"Viking Global Investors LP";"AEGON Ltd.";"NL0000303709";"0.51";"2018-08-03 00:00:00"
"WorldQuant, LLC";"ASM International N.V.";"NL0000334118";"0.49";"2018-08-03 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"0.89";"2018-08-03 00:00:00"
"AHL Partners LLP";"Fugro N.V.";"NL0000352565";"1.26";"2018-08-02 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.42";"2018-08-02 00:00:00"
"Arrowstreet Capital, Limited Partnership";"Aperam S.A.";"LU0569974404";"0.80";"2018-08-02 00:00:00"
"B&G Master Fund Plc";"AEGON Ltd.";"NL0000303709";"0.60";"2018-08-02 00:00:00"
"GSA Capital Partners LLP";"Wereldhave N.V.";"NL0000289213";"0.70";"2018-08-02 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.39";"2018-08-02 00:00:00"
"Marshall Wace LLP";"Pharming Group N.V.";"NL0010391025";"0.80";"2018-08-02 00:00:00"
"Millennium Capital Partners LLP";"AMG Critical Materials N.V.";"NL0000888691";"0.55";"2018-08-02 00:00:00"
"Millennium International Management LP";"AMG Critical Materials N.V.";"NL0000888691";"0.91";"2018-08-02 00:00:00"
"Renaissance Technologies LLC";"ASM International N.V.";"NL0000334118";"0.54";"2018-08-02 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"1.26";"2018-08-02 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"0.78";"2018-08-02 00:00:00"
"AHL Partners LLP";"AMG Critical Materials N.V.";"NL0000888691";"0.80";"2018-08-01 00:00:00"
"AHL Partners LLP";"Fugro N.V.";"NL0000352565";"1.18";"2018-08-01 00:00:00"
"BlackRock Investment Management (UK) Limited";"ARCADIS N.V.";"NL0006237562";"1.38";"2018-08-01 00:00:00"
"GSA Capital Partners LLP";"ARCADIS N.V.";"NL0006237562";"0.81";"2018-08-01 00:00:00"
"Marshall Wace Asia Limited";"ARCADIS N.V.";"NL0006237562";"0.90";"2018-08-01 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.31";"2018-08-01 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.34";"2018-08-01 00:00:00"
"Sculptor Capital Management Europe Limited";"ARCADIS N.V.";"NL0006237562";"1.42";"2018-08-01 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"1.30";"2018-08-01 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"1.30";"2018-08-01 00:00:00"
"WorldQuant, LLC";"Pharming Group N.V.";"NL0010391025";"1.85";"2018-08-01 00:00:00"
"Clinton Group, Inc";"Wereldhave N.V.";"NL0000289213";"0.49";"2018-07-31 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.47";"2018-07-31 00:00:00"
"Marshall Wace LLP";"Pharming Group N.V.";"NL0010391025";"0.73";"2018-07-31 00:00:00"
"Marshall Wace LLP";"TomTom N.V.";"NL0000387058";"0.92";"2018-07-31 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"1.27";"2018-07-31 00:00:00"
"WorldQuant, LLC";"Pharming Group N.V.";"NL0010391025";"1.78";"2018-07-31 00:00:00"
"AHL Partners LLP";"PostNL N.V.";"NL0009739416";"0.72";"2018-07-30 00:00:00"
"AQR Capital Management, LLC";"Koninklijke KPN N.V.";"NL0000009082";"1.30";"2018-07-30 00:00:00"
"Capital Fund Management S.A.";"Flow Traders Ltd.";"NL0011279492";"0.82";"2018-07-30 00:00:00"
"Citadel Advisors II LLC";"Wereldhave N.V.";"NL0000289213";"0.78";"2018-07-30 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"Wereldhave N.V.";"NL0000289213";"0.60";"2018-07-30 00:00:00"
"Marshall Wace LLP";"Pharming Group N.V.";"NL0010391025";"0.52";"2018-07-30 00:00:00"
"Oxford Asset Management";"Fugro N.V.";"NL0000352565";"0.99";"2018-07-30 00:00:00"
"RAM Active Investments SA";"Fugro N.V.";"NL0000352565";"0.50";"2018-07-30 00:00:00"
"WorldQuant, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.56";"2018-07-30 00:00:00"
"WorldQuant, LLC";"Galapagos NV";"BE0003818359";"0.47";"2018-07-30 00:00:00"
"WorldQuant, LLC";"Pharming Group N.V.";"NL0010391025";"1.59";"2018-07-30 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"0.98";"2018-07-30 00:00:00"
"AHL Partners LLP";"Fugro N.V.";"NL0000352565";"1.03";"2018-07-27 00:00:00"
"BlackRock Investment Management (UK) Limited";"Signify N.V.";"NL0011821392";"0.86";"2018-07-27 00:00:00"
"Capital Fund Management S.A.";"Fugro N.V.";"NL0000352565";"1.97";"2018-07-27 00:00:00"
"Capital Fund Management S.A.";"PostNL N.V.";"NL0009739416";"1.09";"2018-07-27 00:00:00"
"Citadel Advisors II LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.89";"2018-07-27 00:00:00"
"D. E. Shaw & Co., L.P.";"Wereldhave N.V.";"NL0000289213";"0.51";"2018-07-27 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.28";"2018-07-27 00:00:00"
"Lansdowne Partners (UK) LLP";"Signify N.V.";"NL0011821392";"0.55";"2018-07-27 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.56";"2018-07-27 00:00:00"
"Millennium International Management LP";"AMG Critical Materials N.V.";"NL0000888691";"1.02";"2018-07-27 00:00:00"
"Philadelphia Financial Management of San Francisco, LLC";"Flow Traders Ltd.";"NL0011279492";"0.72";"2018-07-27 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"4.18";"2018-07-27 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"1.38";"2018-07-27 00:00:00"
"AHL Partners LLP";"AMG Critical Materials N.V.";"NL0000888691";"0.71";"2018-07-26 00:00:00"
"BlackRock Institutional Trust Company, National Association";"Wereldhave N.V.";"NL0000289213";"0.62";"2018-07-26 00:00:00"
"Capital Fund Management S.A.";"Fugro N.V.";"NL0000352565";"2.00";"2018-07-26 00:00:00"
"Clinton Group, Inc";"Wereldhave N.V.";"NL0000289213";"0.50";"2018-07-26 00:00:00"
"Great Point Partners, LLC";"Pharming Group N.V.";"NL0010391025";"0.82";"2018-07-26 00:00:00"
"Jupiter Investment Management Limited";"Fugro N.V.";"NL0000352565";"1.60";"2018-07-26 00:00:00"
"Lansdowne Partners (UK) LLP";"ARCADIS N.V.";"NL0006237562";"2.52";"2018-07-26 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.62";"2018-07-26 00:00:00"
"Marshall Wace LLP";"Galapagos NV";"BE0003818359";"0.52";"2018-07-26 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"2.58";"2018-07-26 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"4.02";"2018-07-26 00:00:00"
"Sculptor Capital Management Europe Limited";"ARCADIS N.V.";"NL0006237562";"1.30";"2018-07-26 00:00:00"
"TT International";"ARCADIS N.V.";"NL0006237562";"0.51";"2018-07-26 00:00:00"
"Tybourne Capital Management (HK) Limited";"Signify N.V.";"NL0011821392";"2.01";"2018-07-26 00:00:00"
"WorldQuant, LLC";"ASM International N.V.";"NL0000334118";"0.54";"2018-07-26 00:00:00"
"WorldQuant, LLC";"Pharming Group N.V.";"NL0010391025";"1.36";"2018-07-26 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"0.88";"2018-07-26 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.30";"2018-07-25 00:00:00"
"Clinton Group, Inc";"Wereldhave N.V.";"NL0000289213";"0.49";"2018-07-25 00:00:00"
"D. E. Shaw & Co., L.P.";"Wereldhave N.V.";"NL0000289213";"0.41";"2018-07-25 00:00:00"
"GSA Capital Partners LLP";"ARCADIS N.V.";"NL0006237562";"0.72";"2018-07-25 00:00:00"
"GSA Capital Partners LLP";"Wereldhave N.V.";"NL0000289213";"0.67";"2018-07-25 00:00:00"
"Millennium International Management LP";"AMG Critical Materials N.V.";"NL0000888691";"0.97";"2018-07-25 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"3.68";"2018-07-25 00:00:00"
"Systematica Investments Limited";"Fugro N.V.";"NL0000352565";"1.01";"2018-07-25 00:00:00"
"WorldQuant, LLC";"Pharming Group N.V.";"NL0010391025";"1.53";"2018-07-25 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"1.01";"2018-07-25 00:00:00"
"BlackRock Investment Management (UK) Limited";"Signify N.V.";"NL0011821392";"0.79";"2018-07-24 00:00:00"
"BlueCrest Capital Management Limited";"Fugro N.V.";"NL0000352565";"0.69";"2018-07-24 00:00:00"
"Capital Fund Management S.A.";"OCI N.V.";"NL0010558797";"0.79";"2018-07-24 00:00:00"
"D. E. Shaw & Co., L.P.";"Wereldhave N.V.";"NL0000289213";"0.50";"2018-07-24 00:00:00"
"Great Point Partners, LLC";"Pharming Group N.V.";"NL0010391025";"0.62";"2018-07-24 00:00:00"
"GSA Capital Partners LLP";"ARCADIS N.V.";"NL0006237562";"0.68";"2018-07-24 00:00:00"
"GSA Capital Partners LLP";"Wereldhave N.V.";"NL0000289213";"0.73";"2018-07-24 00:00:00"
"Marshall Wace LLP";"ARCADIS N.V.";"NL0006237562";"2.80";"2018-07-24 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.51";"2018-07-24 00:00:00"
"Marshall Wace LLP";"TomTom N.V.";"NL0000387058";"0.80";"2018-07-24 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"2.60";"2018-07-24 00:00:00"
"Tybourne Capital Management (HK) Limited";"Signify N.V.";"NL0011821392";"1.91";"2018-07-24 00:00:00"
"AHL Partners LLP";"AMG Critical Materials N.V.";"NL0000888691";"0.62";"2018-07-23 00:00:00"
"Arrowstreet Capital, Limited Partnership";"Aperam S.A.";"LU0569974404";"0.70";"2018-07-23 00:00:00"
"B&G Master Fund Plc";"AEGON Ltd.";"NL0000303709";"0.58";"2018-07-23 00:00:00"
"Great Point Partners, LLC";"Pharming Group N.V.";"NL0010391025";"0.54";"2018-07-23 00:00:00"
"GSA Capital Partners LLP";"Wereldhave N.V.";"NL0000289213";"0.82";"2018-07-23 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.41";"2018-07-23 00:00:00"
"Marshall Wace LLP";"TomTom N.V.";"NL0000387058";"0.73";"2018-07-23 00:00:00"
"WorldQuant, LLC";"Pharming Group N.V.";"NL0010391025";"1.41";"2018-07-23 00:00:00"
"AHL Partners LLP";"PostNL N.V.";"NL0009739416";"0.61";"2018-07-20 00:00:00"
"AQR Capital Management, LLC";"Galapagos NV";"BE0003818359";"2.39";"2018-07-20 00:00:00"
"Citadel Advisors II LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.95";"2018-07-20 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.66";"2018-07-20 00:00:00"
"Marshall Wace LLP";"ARCADIS N.V.";"NL0006237562";"2.71";"2018-07-20 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.40";"2018-07-20 00:00:00"
"Marshall Wace LLP";"TomTom N.V.";"NL0000387058";"0.64";"2018-07-20 00:00:00"
